149180110,USTROÑ-OB£AZIEC,Wis³a (2),"2024","03","09",,"03","1",
149180110,USTROÑ-OB£AZIEC,Wis³a (2),"2024","03","10",,"03","2",
149180110,USTROÑ-OB£AZIEC,Wis³a (2),"2024","03","11",,"03","1",
150200100,POPÊDZYNKA,Wis³a (2),"2024","03","10",,"03","1",
150200100,POPÊDZYNKA,Wis³a (2),"2024","03","11",,"07","1",
150200150,KARSY,Wis³a (2),"2024","03","11",,"01","1",
150210170,SANDOMIERZ,Wis³a (2),"2024","03","11",,"01","1",
150210170,SANDOMIERZ,Wis³a (2),"2024","03","12",,"01","3",
150210190,ZAWICHOST,Wis³a (2),"2024","03","11",,"06","7",
150210190,ZAWICHOST,Wis³a (2),"2024","03","12",,"06","6",
150210190,ZAWICHOST,Wis³a (2),"2024","03","13",,"06","2",
150210190,ZAWICHOST,Wis³a (2),"2024","03","14",,"06","2",
151210120,DÊBLIN,Wis³a (2),"2024","02","04",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","02","05",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","02","06",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","02","07",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","02","08",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","03","09",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","03","10",,"01","1",
151210120,DÊBLIN,Wis³a (2),"2024","03","11",,"01","2",
151210120,DÊBLIN,Wis³a (2),"2024","03","12",,"01","7",
151210120,DÊBLIN,Wis³a (2),"2024","03","13",,"01","8",
151210120,DÊBLIN,Wis³a (2),"2024","03","14",,"01","2",
151210120,DÊBLIN,Wis³a (2),"2024","03","17",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","09",,"01","2",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","10",,"01","2",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","11",,"01","4",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","12",,"01","4",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","13",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","14",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","15",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","16",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","17",,"01","2",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","18",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","19",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","20",,"01","1",
152200030,WYSZOGRÓD,Wis³a (2),"2024","03","21",,"01","1",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","09",,"01","1",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","10",,"01","2",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","11",,"01","4",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","12",,"01","4",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","13",,"01","3",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","14",,"01","3",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","15",,"01","3",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","16",,"01","2",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","17",,"01","2",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","18",,"01","1",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","19",,"01","1",
152190120,KÊPA POLSKA,Wis³a (2),"2024","03","20",,"01","1",
153180090,TORUÑ,Wis³a (2),"2024","02","06",,"01","1",
153180090,TORUÑ,Wis³a (2),"2024","03","13",,"01","1",
153180090,TORUÑ,Wis³a (2),"2024","03","16",,"01","8",
153180090,TORUÑ,Wis³a (2),"2024","03","17",,"01","6",
153180090,TORUÑ,Wis³a (2),"2024","03","18",,"01","1",
153180090,TORUÑ,Wis³a (2),"2024","03","19",,"01","3",
153180090,TORUÑ,Wis³a (2),"2024","03","20",,"01","3",
153180100,GRUDZI¥DZ,Wis³a (2),"2024","03","18",,"01","1",
153180100,GRUDZI¥DZ,Wis³a (2),"2024","03","19",,"01","1",
153180100,GRUDZI¥DZ,Wis³a (2),"2024","03","20",,"01","1",
153180100,GRUDZI¥DZ,Wis³a (2),"2024","03","21",,"01","1",
153180100,GRUDZI¥DZ,Wis³a (2),"2024","03","22",,"01","1",
