PSKDSZS,PSNZWP,KDNRZK,ZJROKH,ZJMSCH,ZJDZIEN,ZJGRLD,ZJKODZJ,ZJKDPRC,ZJZRST
153180100,GRUDZI¥DZ,Wisła (2),2021,4,12,999,1.0,4.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,13,999,1.0,2.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,14,999,1.0,4.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,15,999,1.0,4.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,16,999,1.0,2.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,17,999,1.0,1.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,18,999,1.0,1.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,19,999,1.0,1.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,20,999,1.0,1.0,
153180100,GRUDZI¥DZ,Wisła (2),2021,4,21,999,1.0,1.0,
154180150,TCZEW,Wisła (2),2021,4,18,999,1.0,5.0,
154180220,GDAŃSKA GŁOWA,Wisła (2),2021,4,19,999,1.0,3.0,
154180190,GDAŃSK-PRZEGALINA,Wisła (2),2021,2,23,999,4.0,0.0,
154180190,GDAŃSK-PRZEGALINA,Wisła (2),2021,4,4,999,4.0,0.0,
154180190,GDAŃSK-PRZEGALINA,Wisła (2),2021,9,7,999,,,300.0
154180190,GDAŃSK-PRZEGALINA,Wisła (2),2021,10,20,999,,,10.0
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,3,18,999,1.0,5.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,3,19,999,1.0,7.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,3,20,999,1.0,7.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,3,21,999,1.0,5.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,3,22,999,1.0,2.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,2,999,1.0,2.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,3,999,1.0,5.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,4,999,1.0,3.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,5,999,1.0,3.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,6,999,1.0,3.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,7,999,1.0,7.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,8,999,1.0,5.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,9,999,1.0,7.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,10,999,1.0,8.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,11,999,1.0,8.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,12,999,8.0,6.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,13,999,8.0,5.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,14,999,8.0,3.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,15,999,8.0,3.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,16,999,8.0,2.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,17,999,8.0,4.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,18,999,8.0,6.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,19,999,2.0,1.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,20,999,2.0,2.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,21,999,2.0,1.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,22,999,2.0,1.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,23,999,2.0,1.0,
154180200,GDAŃSK-ŚWIBNO,Wisła (2),2021,4,24,999,2.0,1.0,
154180210,GDAŃSK-UJŚCIE WISŁY,Wisła (2),2021,4,19,999,1.0,3.0,
154180160,GDAŃSK-SOBIESZEWO,Martwa Wisła (48),2021,3,22,999,4.0,0.0,
154180160,GDAŃSK-SOBIESZEWO,Martwa Wisła (48),2021,4,23,999,4.0,0.0,
154180160,GDAŃSK-SOBIESZEWO,Martwa Wisła (48),2021,4,26,999,42.0,0.0,
